tconst,originalTitle,startYear,genre,averageRating,numVotes,primaryName,parental_advisor,duree,resume,genres,themaScore
tt7170858,Wassup! Zindagi,2017,,8.9,41,Manoj Lalwani,Not Rated,143.0,Wass...up. Zindagi is a story of four friends and their tryst with marital relationship and their ultimate realization that family is above everything else. It's a comedy film that gives a social message for today's generation.,"['Comedy', 'Drama']",0.0
tt7170950,Like Father,2018,,6.1,21474,Lauren Miller Rogen,TV-MA,98.0,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.","['Comedy', 'Drama']",0.0
tt7171054,The Color Rose,2020,,4.1,682,Courtney Paige,TV-14,96.0,An A-List Girl clique starts a secret cult where each of them must embody one of the seven deadly sins. They realize there's more to their small religious town after they go missing one by one.,"['Drama', 'Horror', 'Thriller']",0.0
tt7171114,It's the Blues: Mission to Memphis,2017,,8.8,7,Patrick McNicholas,,58.0,"A snapshot in time of a struggling Tulsa blues singer-songwriter awarded a third chance to compete in the International Blues Challenge and record at the legendary Sun Studio in Memphis, TN.","['Documentary', 'Music']",0.0
tt7171224,The Next Kill,2018,,6.1,62,Mike McCutchen,,81.0,"After the city's deadliest serial killer breaks out of jail, the aging Texas Ranger that put him away comes out of retirement to stop the monster's rampage, this time for good. Violence and hilarity ensue as the city is thrown into chaos.",['Action'],0.0
tt7171422,La visita,2021,,6.9,38,Ana Mancera,,78.0,"Alicia and Enrique are a young married couple whose relationship is compromised Carlota, Alicia's friend from the past, comes to live with them.",['Drama'],0.0
tt7172308,Kuldip Patwal: I Didn't Do It!,2017,,6.4,656,Remy Kohli,,128.0,"A commoner is thrown into a jail cell on suspicion of murder of a local politician. Can he survive the State entrapment, or did he actually do it?","['Crime', 'Drama', 'Mystery']",0.0
tt7172428,7 Days Adventure with God,2017,,4.0,17,Robbert Dam,,84.0,        ,['Documentary'],0.0
tt7172436,Failure,2017,,8.0,10,James W. Hawk,,,,['Sci-Fi'],0.0
tt7172590,Holy Emy,2021,,6.2,166,Araceli Lemos,,111.0,A young Filipina searches for the missing links between her strange bleeding condition and her faraway mother's healing powers.,['Drama'],0.0
tt7172612,Na Parizh!,2019,,1.5,383,Sergey Sarkisov,,,,['War'],0.0
tt7173340,Hard Kaur,2017,,6.9,32,Ajit Rajpal,,129.0,"Punjab the province that created the most Women Warriors ever; is today losing its grip from its courageous bygones, a result of sidelining the contributions made by the vivacious lionesses...                ",['Drama'],0.0
tt7174660,She's in Portland,2020,,5.7,581,Marc Carlini,,101.0,"Hoping to reconnect with his college buddy, a 30-something businessman drags him along on a road trip.","['Comedy', 'Drama']",0.0
tt7175460,Lies of Omission,2017,,9.0,27,Sammi Lee Davis,,66.0,"The truth isn't always comforting, but it's always correct. When the world lines up to lie to you, a documentary like Lies of Omission is a glimmer of hope. We might just have a future we can embrace.",['Documentary'],0.0
tt7175878,Adios Amor,2018,,9.3,10,Laurie Coyle,,58.0,"In the docu-detective Adios Amor, the filmmaker discovers forgotten photographs taken over 50 years ago, and sets out to find their spunky protagonist: Maria Moreno, a migrant mother of ...                ",['Documentary'],0.0
tt7176052,Going for Golden Eye,2017,,5.5,115,Jim Miskell,,56.0,A mockumentary following the last group of elite players preparing to enter the 20th anniversary GoldenEye World Championships in a world which has forgotten all about the classic Nintendo 64 game.,['Comedy'],0.0
tt7176170,Defenders,2017,,6.7,140,Siyang Zhang,TV-MA,50.0,"Set a few months after the events of the second season of Daredevil, and a month after the events of Iron Fist, the vigilantes Daredevil, Jessica Jones, Luke Cage, and Iron Fist team up in New York City to fight a common enemy: The Hand.","['Action', 'Biography', 'Drama']",0.0
tt7176170,Defenders,2017,,6.7,140,Xi Liao,TV-MA,50.0,"Set a few months after the events of the second season of Daredevil, and a month after the events of Iron Fist, the vigilantes Daredevil, Jessica Jones, Luke Cage, and Iron Fist team up in New York City to fight a common enemy: The Hand.","['Action', 'Biography', 'Drama']",0.0
tt7176170,Defenders,2017,,6.7,140,Ping Han,TV-MA,50.0,"Set a few months after the events of the second season of Daredevil, and a month after the events of Iron Fist, the vigilantes Daredevil, Jessica Jones, Luke Cage, and Iron Fist team up in New York City to fight a common enemy: The Hand.","['Action', 'Biography', 'Drama']",0.0
tt7176886,Voadores,2020,,8.7,7,Nathália Vernizzi,,83.0,        ,['Documentary'],0.0
tt7177248,No Greater Law,2018,,6.8,75,Tom Dumican,TV-14,90.0,"In the rugged American west, a patriarch of a faith healing family fights to protect the right to deny his children medical care while an investigation into child deaths closes in on him and his church.",['Documentary'],0.0
tt7177346,A Little Italian Vacation,2021,,3.7,350,Felipe Torres Urso,,78.0,"In this outrageous comedy, a group of high school Seniors juggle between old loves and new flings on the shores of a beautiful Italian town.","['Comedy', 'Drama', 'Romance']",0.0
tt7177596,Maxxx,2017,,7.7,129,O-T Fagbenle,,6.0,A former star of a popular boyband longs for the life he once had before deciding to launch his solo career.,"['Comedy', 'Short']",0.0
tt7177720,Re loca,2018,,6.1,1015,Martino Zaidelis,,94.0,"A woman in her 40s feels stuck in a routine with her career and her love life. She decides to change things a bit, but the ritual she tries has consequences that will turn her life upside-down.",['Comedy'],0.0
tt7177788,Hero and Punishment,2015,,5.3,10,Rasha Drachkovitch,,103.0,        ,['History'],0.0
tt7177788,Hero and Punishment,2015,,5.3,10,Nebojsa Pajkic,,103.0,        ,['History'],0.0
tt7177870,Mata Hari: The Naked Spy,2017,,7.2,56,Machiel Amorison,,78.0,"A 100 years ago, Mata Hari faced the firing squad as a convicted German spy. Was she a dangerous spy, whose boldness and sexuality threatened the establishment, or a victim entangled in a climate of blame and desperation as WWI dragged on?",['Documentary'],0.0
tt7177870,Mata Hari: The Naked Spy,2017,,7.2,56,Susan Wolf,,78.0,"A 100 years ago, Mata Hari faced the firing squad as a convicted German spy. Was she a dangerous spy, whose boldness and sexuality threatened the establishment, or a victim entangled in a climate of blame and desperation as WWI dragged on?",['Documentary'],0.0
tt7177896,Scars,2018,,5.6,10,Wout Kanters,,,,"['Action', 'Drama', 'Thriller']",0.0
tt7177916,Southern Discomfort,2017,,7.1,7,Mark Patrick George,,78.0,"Southern Discomfort explores white southerners' love affair with the Confederacy and why racism persists in the Deep South. Using footage from Civil War reenactments and reenactors, ...                ",['Documentary'],0.0
tt7178102,The Perception,2018,,4.6,292,Jensen Noen,,86.0,An inspired writer. An aspiring actress. A house with a dark history.,"['Mystery', 'Thriller']",0.0
tt7178354,Calango Ball: O Filme,2017,,8.4,10,Ivan Miranda,,92.0,        ,"['Action', 'Fantasy']",0.0
tt7178354,Calango Ball: O Filme,2017,,8.4,10,Frank Soares,,92.0,        ,"['Action', 'Fantasy']",0.0
tt7178354,Calango Ball: O Filme,2017,,8.4,10,Ywan Helsing,,92.0,        ,"['Action', 'Fantasy']",0.0
tt7178568,Off the Tracks,2018,,6.7,25,Bradley Olsen,,77.0,Industry insiders discuss Apple's controversial decision to redesign the video editing application Final Cut Pro. This documentary explores why the release of Final Cut Pro X upset video editors and how the software is being used today.,['Documentary'],0.0
tt7178984,El Baile,2019,,4.5,46,Rino Arreaza,,,,"['Drama', 'Thriller']",0.0
tt7178990,Comala,2021,,7.2,29,Gian Cassini,,98.0,A man sets out to reunite with the scattered family members of his dysfunctional family and pick up the pieces of his absent father's story as a failed hit man murdered a few years back in a Mexican border town.,['Documentary'],0.0
tt7179086,Baptismo de Terra,2017,,8.6,5,Vanessa Ribeiro Rodrigues,,103.0,        ,['Documentary'],0.0
tt7179714,Iravukku Aayiram Kangal,2018,,7.3,1221,Mu. Maran,Not Rated,121.0,"The story revolves around a mysterious murder and a game between Bharath (Arulnithi), a calm and composed cab driver, and Ganesh (Ajmal), an urban cheat, who blackmails people for money.","['Action', 'Thriller']",0.0
tt7180386,Unerhört Jenisch,2017,,6.4,31,Martina Rieder,,92.0,Stephan Eicher and many folk musicians are connected by their Yenish roots and the secret of a special sound. A musical journey into the Grison mountains.,"['Documentary', 'Music']",0.0
tt7180386,Unerhört Jenisch,2017,,6.4,31,Karoline Arn,,92.0,Stephan Eicher and many folk musicians are connected by their Yenish roots and the secret of a special sound. A musical journey into the Grison mountains.,"['Documentary', 'Music']",0.0
tt7180560,Far Frontiers,2020,,5.2,30,Maxim Dashkin,,80.0,"Maria, a wife of a deputy commander of a military base, begins a relationship with another officer, Their affair quickly spirals out of control, fatally and irreversibly changing the course of Maria's and her family's life.",['Drama'],0.0
tt7181498,Hokusai: Old Man Crazy to Paint,2017,,7.6,119,Patricia Wheatley,,87.0,"This is the first UK film biography of the world-renowned Japanese artist Katsushika Hokusai (1760-1849), whose print 'The Great Wave' is as globally famous as Leonardo's 'Mona Lisa'. With ...                ","['Biography', 'Documentary']",0.0
tt7181556,Project: Hey Arnold,2018,,7.6,9,Don Judge,,,,['Animation'],0.0
tt7181738,Home of Mephibosheth,2017,,8.4,11,Guang Li,,119.0,"Seek out the abnormal children who are abandoned and neglected, and embrace them with a home, a place of hope.","['Documentary', 'Drama', 'Family']",0.0
tt7183056,Roy Orbison: Black and White Night 30,2017,,9.2,65,T Bone Burnett,Not Rated,133.0,"Black and White Night 30 is a re-imagined, re-edited, remastered and expanded version of the original television special, available both as a CD/DVD set and as a CD/Blu-ray set on February ...                ","['Documentary', 'Music']",0.0
tt7184122,Blood Pageant,2021,,2.3,259,Anthony J. Sands,Not Rated,115.0,"Suspense and horror on the set of a cheesy reality show. Some will do anything to win, opening doors to ungodly evil. Who will win? Who will survive? David Chokachi, Stephen Baldwin and Snoop Dogg balance scares with comedy, music and fun.","['Comedy', 'Horror', 'Thriller']",0.0
tt7184122,Blood Pageant,2021,,2.3,259,Chris Gilmore,Not Rated,115.0,"Suspense and horror on the set of a cheesy reality show. Some will do anything to win, opening doors to ungodly evil. Who will win? Who will survive? David Chokachi, Stephen Baldwin and Snoop Dogg balance scares with comedy, music and fun.","['Comedy', 'Horror', 'Thriller']",0.0
tt7184124,Night Comes On,2018,,6.7,993,Jordana Spiro,TV-MA,86.0,"Angel LaMere is released from juvenile detention on the eve of her 18th birthday. Haunted by her past, she embarks on a journey with her 10 year-old sister that could destroy their future.",['Drama'],0.0
tt7186362,Kakkoos,2017,,9.3,31,Divya Bharathi,,109.0,This is a documentary that details the lives and living conditions of people engaged in manual scavenging.,['Documentary'],0.0
tt7188590,Manhunt: Kill or Be Killed,2021,,6.3,28,Darren J. Power,,,,"['Action', 'Horror', 'Thriller']",0.0
tt7188948,Kiss dekiru Gyôza,2018,,5.9,45,Takehiko Hata,,100.0,"A single mother going through a divorce returns to her parents' home, and struggles to raise her child and reviving her parents' Gyoza restaurant; when she falls in love with a handsome pro-golfer.","['Drama', 'Romance']",0.0
tt7189220,San Diego's Gay Bar History,2018,,8.7,9,Paul Detwiler,,57.0,        ,['Documentary'],0.0
tt7189226,Snatchers,2020,,5.1,9,John Kingman,,,,['Sci-Fi'],0.0
tt7189228,Forever Not Maybe,2020,,6.3,56,Christie Conochalla,,84.0,"Two women fight for what makes them happiest, they just can't exactly distinguish if it's each other or their careers. They only have time for one but they try to have it all.","['Drama', 'Romance']",0.0
tt7189248,He ri jun zai lai,2017,,6.1,25,Feifei Wang,,100.0,"It's past midnight. Zhao goes down to smoke, leaving his drunken wife to murmur her erotic dream upstairs. Neighbour Lee jumps off the building in front of Zhao, and his suicide reveals a ...                ",['Drama'],0.0
tt7189348,Il monte delle formiche,2017,,5.7,10,Riccardo Palladino,,63.0,        ,['Documentary'],0.0
tt7189494,Chicken Curry Law,2019,,5.9,84,Shekhar Sirrinn,,127.0,An ambitious and innocent girl falls prey to the power of money and politics.,['Drama'],0.0
tt7189596,"1984, When the Sun Didn't Rise",2017,,8.7,6,Teenaa Kaur,,,,['Documentary'],0.0
tt7190418,Benzersiz,2017,,4.3,258,Ilker Sari,,94.0,"A thriller and black comedy, full of flashbacks, revenge, a pharmacist, coma, trauma, hospital, guns and many more.",['Thriller'],0.0
tt7191858,Kad dodju svinje,2017,,7.5,33,Biljana Tutorov,,72.0,"Dragoslava has four TV sets, three grandchildren, two best friends, and a husband with whom she fights over a remote control. She keeps her private archive of memories of all major events ...                ",['Documentary'],0.0
tt7191888,The Passing of Time,2014,,7.4,24,Kohei Tomita,,55.0,"The story of brothers who haven't seen each other for three years. As they catch up on current events they start to realize the changes in each other, which leads to situations that they never thought they would face.",['Drama'],0.0
tt7191910,Mountain Rest,2018,,5.5,212,Alex O Eaton,,92.0,"After sequestering herself to a small mountain town, an aging actress calls her estranged daughter and granddaughter home for reconciliation and one final celebration.",['Drama'],0.0
tt7192934,Slipknot: Day of the Gusano,2017,,7.7,629,Leonardo Linkowski,Not Rated,120.0,Slipknot' 'Knotfest' performance is chronicled through live footage and behind-the-scenes looks at the event.,['Documentary'],0.0
tt7197386,Ulf Lundell: Stora vägen,1988,,6.4,8,Agneta Brunius,,88.0,A chronicle on Ulf Lundell performing songs and talking about his life and times.,['Documentary'],0.0
tt7197544,Drift,2017,,5.6,193,Helena Wittmann,Not Rated,98.0,"Two women spend a weekend together at the North Sea. Walks on the beach, fish buns at a snack stand, mobile weather forecasts. Sky, horizon, water. One of them will soon return to her ...                ",['Drama'],0.0
tt7197774,Tiere und andere Menschen,2017,,7.5,15,Flavio Marchetti,,,,['Documentary'],0.0
tt7198146,We Are Throwers,2017,,7.3,7,Piotr Smietana,,58.0,Walk the dog. Around the World. Rock the Baby. These are words that instantly evokes feeling of nostalgia for almost anybody. It's something that every kid picked up at least once - a yoyo....                ,['Documentary'],0.0
tt7199700,Strike a Rock,2017,,8.0,6,Aliki Saragas,,87.0,"After a massacre shakes the foundations of their poverty stricken mining community, Marikana, two grandmothers rise up out of their homes and lead their community in a historic fight ...                ",['Documentary'],0.0
tt7200076,Real Cases of Shadow People: The Sarah McCormick Story,2019,,4.2,1858,Joseph Thomas,Not Rated,107.0,"Three students went missing in October 2018. Sarah McCormick, Kyle Miller, Joseph Moore. Authorities have now come forward with the information that video surveillance was found inside of ...                ","['Horror', 'Mystery', 'Thriller']",0.0
tt7200186,Left Hook,2020,,6.9,13,Tyler W. Moore,Not Rated,92.0,"A reluctant loan shark is forced into an underground, bare knuckle boxing tournament after he and his partner screw up a deal for their boss. On top of his dangerous work life, he must also learn to cope with his broken family.","['Animation', 'Crime', 'Drama']",0.0
tt7200978,Tears in the Bayou,2017,,8.5,12,Rico King,,106.0,A tale on how a world class city with the 2nd most fortune 500 companies is also one of the notorious cities spiking up the US murder rate.,['Documentary'],0.0
tt7201238,Thappu Thanda,2017,,6.0,55,Srikantan,,146.0,Vetri an unemployed youth joins a burglar's club. He is deemed a dud who is used anyway in their one last robbery of Rs 5 crores from an Ex-MLA.,['Crime'],0.0
tt7201536,Reakcja lancuchowa,2017,,3.7,87,Jakub Paczek,,100.0,        ,['Drama'],0.0
tt7201830,Deliciosa Fruta Seca,2019,,8.7,33,Ana Caridad Sanchez,,,,['Drama'],0.0
tt7201846,Edmond,2018,,7.3,3031,Alexis Michalik,R,110.0,"December 1897, Paris. Edmond Rostand is not yet thirty but already two children and a lot of anxieties. He has not written anything for two years. In desperation, he offers the great ...                ","['Comedy', 'Drama', 'History']",0.0
tt7202190,Bunkar: The Last of the Varanasi Weavers,2018,,9.2,6,Satyaprakash Upadhyay,,68.0,"Bunkar presents the history of the artisan hand loom weavers of Varanasi, India. Through interviews with craftsmen, the film conveys the details of the ancient craft also how mechanization has brought hard times to the craft.",['Documentary'],0.0
tt7202946,The Limits of My World,2018,,7.3,9,Heather Cassano,,70.0,"An autistic coming of age story, exploring what it means to be a nonverbal disabled adult in neurotypical society.","['Biography', 'Documentary']",0.0
tt7203330,Among Mountain Crags,2018,,4.7,30,Kyle Sosa Frederick,,70.0,"A young woman flees her oppressive small town with a handsome stranger, but as they travel deeper into the untamed beauty of the Appalachian mountains, her hope for a new future begins to unravel.",['Thriller'],0.0
tt7203516,Pecera,2017,,8.4,8,Emiliano Grassi,,70.0,        ,['Documentary'],0.0
tt7203538,A Brush with Evil,2015,,3.7,27,Josh Heard,,133.0,A group of paranormal investigators return to one of the most active locations they have ever encountered to confront an evil force that has plagued them all for over a decade.,['Documentary'],0.0
tt7768362,A Brush with Evil 2: Sanity is Perception,2016,,5.3,12,Josh Heard,,73.0,"The A Brush With Evil Team comes back for another installment. This time, all bets are off as they have no idea what they just signed up for.",['Documentary'],0.0
tt7203810,Lost in Vagueness,2017,,6.0,53,Sofia Olins,,85.0,"It's a music documentary that tells the story of Roy Gurvitz, who created Lost Vagueness, at Glastonbury and who, as legendary founder, Michael Eavis says, reinvigorated the festival. With ...                ","['Documentary', 'Drama', 'Music']",0.0
tt7203992,The Red Dream,2017,,6.4,9,David Vileo,,73.0,"In one day, everything has changed. After a nightmarish sleep, John (Shane Nelson) arrives late to work, again, and loses his job. Attempting to keep this a secret from his girlfriend, ...                ",['Horror'],0.0
tt7205316,MILF,2018,,4.8,6292,Axelle Laffont,TV-MA,101.0,Three best friends in their forties start a relationship with younger men while on vacation.,['Comedy'],0.0
tt7205588,El Último País,2017,,8.8,5,Gretel Marín,,70.0,"What seemed to be a return trip to my country at a time of changes, ends as a trip into my self between contradictions and questionings about my identity as a Cuban.",['Documentary'],0.0
tt7205778,Secretul fericirii,2018,,7.6,937,Vlad Zamfirescu,,90.0,"For two friends there is only one secret to happiness, that is easy to understand, but, perhaps, difficult to accept.","['Comedy', 'Drama']",0.0
tt7205938,Podatek od milosci,2018,,5.7,572,Bartlomiej Ignaciuk,,101.0,"Klara is chasing a cynical tax crook. After a while, she loses control and falls in love with him causing a cascade of unpredictable events.","['Comedy', 'Romance']",0.0
tt7205960,Ghetto Uprising: The Untold Story,2017,,9.1,21,Yuval Haimovich-Zuser,,61.0,"The Warsaw Ghetto Uprising has become a symbol of heroism throughout the world, but it's generally accepted story is incomplete. Among the fighters was a group that was not granted ...                ","['Animation', 'Documentary', 'Drama']",0.0
tt7205960,Ghetto Uprising: The Untold Story,2017,,9.1,21,Simon Shechter,,61.0,"The Warsaw Ghetto Uprising has become a symbol of heroism throughout the world, but it's generally accepted story is incomplete. Among the fighters was a group that was not granted ...                ","['Animation', 'Documentary', 'Drama']",0.0
tt7206446,Poly Styrene: I Am a Cliché,2021,,7.1,502,Celeste Bell,,96.0,The death of punk icon and X-Ray Spex front-woman Poly Styrene sends her daughter on a journey through her mother's archives in this intimate documentary.,"['Biography', 'Documentary', 'Music']",0.0
tt7206600,Ciao Aracà,2019,,9.2,5,Daniel Chisholm,,62.0,"A hamlet in rural Italy stands on the brink of dereliction, but its ageing inhabitants bravely face their future as the next generation struggles for survival in a rural context.",['Documentary'],0.0
tt7207006,I Dream of Dance,2017,,7.0,115,Maria Demeshkina Peek,Not Rated,106.0,"A legendary dance teacher transforms the lives of the kids she teaches, inspiring them to overcome obstacles, perfect their craft, and compete for a chance to claim the title of Top Teen dance group in North America.","['Documentary', 'Music']",0.0
tt7207156,Sameer,2017,,5.3,231,Dakxin Bajrange,,129.0,A young engineering student is forced to help authorities find his roommate after the latter is suspected of masterminding a series of bombings.,['Drama'],0.0
tt7207538,HIDDEN,2016,,9.2,10,Eduardo Verdurmen,PG,127.0,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,"['Documentary', 'Sport']",0.0
tt7207538,HIDDEN,2016,,9.2,10,Guillermo Barcenas,PG,127.0,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,"['Documentary', 'Sport']",0.0
tt7207910,A Taste of Sky,2019,,7.3,20,Michael Lei,,85.0,"'A Taste of Sky' delicately details the journey of two students from Gustu, the groundbreaking cooking school and fine-dining restaurant founded by Noma's Claus Meyer in La Paz, Bolivia.","['Documentary', 'Drama']",0.0
tt7207942,Kingspin,2018,,8.4,18,Kasey Lum,,,,['Crime'],0.0
tt7208366,11/8/16,2017,,5.4,289,Raul Gasteazoro,Not Rated,104.0,"On the morning of Election Day 2016, Americans of all stripes woke up and went about living their lives. These were the hours leading up to Donald Trump's unexpected, earth-shaking victory, but, of course, no one knew that yet.",['Documentary'],0.0
tt7208366,11/8/16,2017,,5.4,289,J. Gonçalves,Not Rated,104.0,"On the morning of Election Day 2016, Americans of all stripes woke up and went about living their lives. These were the hours leading up to Donald Trump's unexpected, earth-shaking victory, but, of course, no one knew that yet.",['Documentary'],0.0
tt7208564,Blood Fest,2018,,5.4,5864,Owen Egerton,Not Rated,92.0,"Fans flock to a festival celebrating the most iconic horror movies, only to discover that the charismatic showman behind the event has a diabolical agenda.","['Comedy', 'Horror']",0.0
tt8758086,Mercy Black,2019,,4.9,3745,Owen Egerton,TV-14,88.0,"A woman is sent to a mental institution after stabbing her classmate in an attempt to conjure an evil spirit called, Mercy Black. Fifteen years later she's released, and must save her nephew, who has become obsessed with the phenomenon.","['Horror', 'Mystery', 'Thriller']",0.0
tt7208566,The Empty Iris,2017,,8.5,9,Jonny Santana,,94.0,"Adam Homer, a blind teenager, and his troubled best friend Donnie Hammurabi deal with a tragic event following a house party. After the sinister night Adam begins to chase a vision he ...                ",['Drama'],0.0
tt7208618,Oorai Therunjukitten,1988,,7.3,14,G. Sekaran Kalaipuli,,150.0,        ,['Comedy'],0.0
tt7209220,CODumentary,2017,,4.0,90,Jonathan Beales,,93.0,"Independent documentary charting the rise of hit video game Call Of Duty & how it grew into a global blockbuster. From launch in 2003 through to the present day, the film tells a fascinating story covering the game's epic rich history.",['Documentary'],0.0
tt7209472,Aiyai: Wrathful Soul,2020,,6.0,11136,Ilanthirayan Alan Arumugam,,83.0,"A neighbourhood is plagued by mysterious tragedies when a young man becomes the conduit for an unknown spirit, the 'AIYAI' which lures victims to their chilling fates.","['Mystery', 'Thriller']",0.0
tt7209594,Buon inverno,2017,,6.5,126,Giovanni Totaro,,91.0,Beachgoers at Palermo's Mondello beach try to hide the fact that the economic crisis has compromised their social status.,['Documentary'],0.0
tt7210246,Kasle Choryo Mero Man,2010,,6.8,16,Shabir Shrestha,,138.0,"Manavi father forces her to get married to his billionaire partner's son so they can become the richest person in Nepal,at the marriage Manavi runs away.","['Drama', 'Romance']",0.0
tt7704424,King Returns,2017,,7.4,6,Shabir Shrestha,,80.0,Huang Feihong has to get involve in an Martial Arts competition held by a British businessman in order to save Liang Kuan who knew that behind this Martial Arts competition there is a conspiracy for bigger evil plot.,['Action'],0.0
tt8446798,K Ma Timro Sathi Banna Sakchhu,2012,,8.6,10,Shabir Shrestha,,142.0,"Troublemaker Ankit (Aryan Sigdel) tries to win the heart of his dream girl, Ichhya (Dipti Giri). But, problems arise as Ankit is put on a test where he must choose between his best friend, family and love.",['Romance'],0.0
tt7210364,"Us, Forever Ago",2018,,8.6,18,Irina Varina,,70.0,"In the near future, a woman recalls the years 2015-2017 when she was making her first feature film, in which she plays a young woman making a documentary about female artists.",['Drama'],0.0
tt7211972,Red Trees,2017,,6.4,143,Marina Willer,Not Rated,87.0,Traces a family's journey as one of only twelve Jewish families to survive the Nazi occupation of Prague during World War II.,['Documentary'],0.0
tt7212072,Me ti gynaika tou filou mou,2000,,6.9,7,Giorgos Filis,,107.0,        ,['Comedy'],0.0
tt7212188,Ela to vrady... Tha eimai me mia fili sou!,1993,,6.8,6,Vasilis Tsivilikas,,87.0,        ,['Comedy'],0.0
tt7212458,Misrule,2017,,4.2,55,Matthew Goddard,,89.0,"Security Services officer Christian, confused and unsure of who he really is anymore, must come to terms with his own identity while on the hunt for a Russian agent.",['Thriller'],0.0
tt7212878,The Experience,2019,,4.8,161,Katerina Gorshkov,TV-MA,30.0,The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.,['Drama'],0.0
tt7213362,Abhiyude Katha Anuvinteyum,2018,,6.9,840,B.R. Vijayalakshmi,,121.0,"They fell in love and swore to always be together, until a strange twist of fate reveals them to be more than just lovers. To what extent will they go to protect their love?","['Drama', 'Romance']",0.0
tt7213654,And the Winner Isn't,2017,,6.9,27,Nik Panic,,96.0,"And The Winner Isn't is a satirical documentary charting Geoffrey Moore and his daughter Ambra's journey through Hollywood, as the pair track down celebrities and industry insiders in their...                ",['Documentary'],0.0
tt7216068,See You Soon,2019,,5.4,890,David Mahmoudieh,R,107.0,"A U.S. soccer star suffers a career-threatening injury in the run-up to the World Cup, and during his recovery, embarks on an epic romance with a Russian single mom.","['Drama', 'Romance']",0.0
tt7216586,Surfers' Blood,2016,,7.4,12,Patrick Trefz,Not Rated,60.0,Surfers' Blood tells the universal story of true individuals that share deep bloodlines connected to the sea. From the old world fishing history of the rugged Basque Coast via oar and ...                ,['Documentary'],0.0
tt7216798,Stoletje sanj,2017,,8.1,9,Ven Jemersic,,86.0,"A Century of Dreams is a feature documentary about the oldest Slovenian inventor, Peter Florjancic, who has recently celebrated his 100th birthday. In the film, the controversial innovator ...                ",['Documentary'],0.0
tt7218244,Respite,2020,,4.4,189,Saro Varjabedian,,80.0,Down and out private-eye Jimmy Baz reluctantly takes on a case to find a missing college student when dead bodies of Muslim men start turning up leading him to believe he is now searching for a serial killer.,"['Action', 'Crime', 'Drama']",0.0
tt7218334,Cops,2018,,6.2,461,Stefan A. Lukacs,TV-PG,60.0,"A disgraced former NYPD officer lives with his son, an earnest, obsessively honest NYPD detective.",['Drama'],0.0
tt7218796,Ladies and Gentlewomen,2017,,9.2,44,Malini Jeevarathnam,,47.0,"The documentary narrated the tale of Tija and Bija, a lesbian couple, believed to be from Rajasthan and also about a Tamil folktale that features the lovers Pappathi and Karupaayi . Apart ...                ",['Documentary'],0.0
tt7218830,Esteban,2016,,8.0,64,Jonal Cosculluela,TV-PG,90.0,"Beautiful story of a kid who dreams of learning piano. Coming from a poor family he finds a piano teacher with a secret. The story unfolds somewhere in Havana, Cuba.","['Drama', 'Music']",0.0
tt7218856,Holy Terrors,2017,,9.0,8,Mark Goodall,,77.0,"Believing their deceased son isn't at peace, Molly and Tom ask a medium to make contact. But after they invite a vengeful demon to cross over, the couple must enlist the help of a disgraced priest to attempt a dangerous exorcism.",['Fantasy'],0.0
tt7218856,Holy Terrors,2017,,9.0,8,Julian Butler,,77.0,"Believing their deceased son isn't at peace, Molly and Tom ask a medium to make contact. But after they invite a vengeful demon to cross over, the couple must enlist the help of a disgraced priest to attempt a dangerous exorcism.",['Fantasy'],0.0
tt7220144,Unapologetic,2020,,5.2,89,Ashley O'Shay,,82.0,"Set during the height of the Movement for Black Lives in Chicago, 'Unapologetic' captures a community of millennial organizers confronting an administration complicit in state violence against its Black residents.",['Documentary'],0.0
tt7220754,Hevi reissu,2018,,7.0,9161,Jukka Vidgren,,92.0,"After years of playing songs by other artists, the opportunity of a concert in Norway encourages a metal band to compose their own material, but not before overcoming some unexpected difficulties.","['Comedy', 'Music']",0.0
tt7220754,Hevi reissu,2018,,7.0,9161,Juuso Laatio,,92.0,"After years of playing songs by other artists, the opportunity of a concert in Norway encourages a metal band to compose their own material, but not before overcoming some unexpected difficulties.","['Comedy', 'Music']",0.0
tt7221078,Mozg. Vtoraya Vselennaya,2017,,7.9,20,Yuliya Kiseleva,,86.0,"What is a human brain? Is it just a part of central nervous system, super computer or master who controls human's life? Modern neuroscience researches will help us answer this questions.",['Documentary'],0.0
tt8252712,Mozg. [Evolyutsiya],2019,,5.0,8,Yuliya Kiseleva,,,,['Documentary'],0.0
tt7221634,Maayavan,2017,,7.3,4028,C.V. Kumar,Not Rated,127.0,"A police officer is on a mission to nab a criminal,who does murder in a same mysteric pattern.","['Action', 'Crime', 'Mystery']",0.0
tt8983238,Gangs of Madras,2019,,5.4,169,C.V. Kumar,,138.0,A woman who loses her husband in a police encounter plots to take revenge on the gangsters who had framed him.,['Action'],0.0
tt7221686,Förgät mig ej,2018,,5.3,10,Måns Saari Jonsson,,,,"['Drama', 'Horror', 'Mystery']",0.0
